,Unnamed: 0,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,field_type,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,day_of_week,temperature,wind_speed,wind_direction,sky,total_runs,game_hours_dec,season,home_team_win,home_team_loss,home_team_outcome,Date,Opponent,Home_Barrels,Home_Barrel %,Home_Max EV,Home_Avg EV,Home_Launch Angle,Home_xBA,Home_xSLG,Home_xWOBA,Home_WOBA,Home_Hard Hit %,,Away_Barrels,Away_Barrel %,Away_Max EV,Away_Avg EV,Away_Launch Angle,Away_xBA,Away_xSLG,Away_xWOBA,Away_WOBA,Away_Hard Hit %
1510,2372,21891,Giants,1,7,6,4/13/2016,on grass,Night Game,Rockies,0,18,10,6:40 p.m. Local,Coors Field,Wednesday,68,7, out to Centerfield,Cloudy,16,3.116666667,regular season,1,0,Win,4/13/2016,Giants,4,12.1,109.2,85.1,19,0.3,0.544,0.375,0.57,42.4,,0,0,104.4,82.7,9.7,0.222,0.319,0.267,0.288,35.7
1523,2373,36496,Reds,0,7,2,4/13/2016,on grass,Night Game,Cubs,0,8,9,7:06 p.m. Local,Wrigley Field,Wednesday,43,8, in from Rightfield,Unknown,11,3.05,regular season,1,0,Win,4/13/2016,Reds,1,4.3,112.6,84.3,28.8,0.213,0.402,0.366,0.376,26.1,,1,4.2,108.1,85.5,20.6,0.271,0.418,0.355,0.285,41.7
1569,2374,31011,Orioles,0,9,2,4/13/2016,on grass,Night Game,Red Sox,0,8,4,7:10 p.m. Local,Fenway Park,Wednesday,44,13, from Right to Left,Sunny,6,3.216666667,regular season,1,0,Win,4/13/2016,Orioles,1,4.3,108.6,81.8,21.2,0.267,0.376,0.329,0.319,26.1,,5,20.8,110,85.9,9.4,0.263,0.536,0.381,0.348,33.3
1592,26,16783,Blue Jays,0,8,4,4/19/2016,on grass,Night Game,Orioles,1,7,3,7:09 p.m. Local,Oriole Park at Camden Yards,Tuesday,69,11, in from Centerfield,Sunny,7,2.833333333,regular season,0,1,Loss,4/19/2016,Blue Jays,2,6.9,111.2,87.2,21,0.278,0.47,0.342,0.29,44.8,,0,0,107.4,84.3,22.7,0.265,0.353,0.335,0.314,32.1
1610,27,14160,Dodgers,3,5,1,4/19/2016,on grass,Night Game,Braves,0,10,8,7:10 p.m. Local,Turner Field,Tuesday,80,2, out to Centerfield,Unknown,9,2.95,regular season,1,0,Win,4/19/2016,Dodgers,1,3.2,109.2,81.1,8.5,0.287,0.319,0.345,0.316,41.9,,2,8.3,104.5,85.7,13.3,0.236,0.427,0.328,0.21,33.3
1656,2298,24181,Astros,1,8,5,4/19/2016,on grass,Night Game,Rangers,0,12,7,7:07 p.m. Local,Globe Life Park in Arlington,Tuesday,75,5, from Right to Left,Overcast,12,3.366666667,regular season,1,0,Win,4/19/2016,Astros,4,12.5,110.5,77.3,10.2,0.398,0.743,0.503,0.456,25,,6,24,115.5,86.2,24.7,0.279,0.602,0.394,0.347,48
1672,2299,43841,Cubs,0,5,2,4/19/2016,on grass,Night Game,Cardinals,0,7,1,7:16 p.m. Local,Busch Stadium III,Tuesday,70,5, out to Leftfield,Overcast,3,3.333333333,regular season,0,1,Loss,4/19/2016,Cubs,1,4.8,108.3,82.2,24.4,0.169,0.274,0.234,0.266,19,,0,0,101.7,82.5,11.2,0.168,0.194,0.232,0.222,36.8
1743,2301,19449,Pirates,0,11,4,4/19/2016,on grass,Night Game,Padres,2,9,5,7:11 p.m. Local,Petco Park,Tuesday,78,13, from Left to Right,Cloudy,9,4.016666667,regular season,1,0,Win,4/19/2016,Pirates,4,17.4,111.9,79.2,3.1,0.226,0.481,0.393,0.453,26.1,,0,0,107.8,82.6,17.4,0.248,0.321,0.293,0.303,38.5
1774,2302,22417,Mets,0,12,11,4/19/2016,on grass,Night Game,Phillies,1,9,1,7:07 p.m. Local,Citizens Bank Park,Tuesday,67,15, in from Leftfield,Cloudy,12,3.05,regular season,0,1,Loss,4/19/2016,Mets,3,11.1,111.9,86.5,19.1,0.294,0.499,0.358,0.268,44.4,,0,0,109.8,85.7,8.6,0.259,0.314,0.296,0.322,50
1815,2303,31952,Athletics,1,11,3,4/19/2016,on grass,Night Game,Yankees,0,8,2,7:07 p.m. Local,Yankee Stadium III,Tuesday,67,15, from Left to Right,Sunny,5,3.5,regular season,0,1,Loss,4/19/2016,Athletics,1,3,113.1,87.1,23.6,0.257,0.363,0.296,0.237,30.3,,6,18.2,113.6,86.5,26.9,0.321,0.741,0.466,0.483,42.4
1843,2304,17597,Brewers,1,9,6,4/19/2016,on grass,Day Game,Twins,2,8,5,12:10 p.m. Local,Target Field,Tuesday,55,11, in from Centerfield,Overcast,11,3.383333333,regular season,0,1,Loss,4/19/2016,Brewers,2,6.9,108.1,85.9,17.1,0.289,0.516,0.396,0.345,31,,1,3.2,108.8,87.1,9.6,0.26,0.355,0.277,0.275,48.4
1859,2305,16529,Nationals,0,10,7,4/19/2016,on grass,Night Game,Marlins,0,5,0,7:11 p.m. Local,Marlins Park,Tuesday,72,0, in unknown direction,In Dome,7,2.633333333,regular season,0,1,Loss,4/19/2016,Nationals,1,5,114.3,82.1,16,0.158,0.209,0.192,0.186,20,,0,0,107.7,84.7,18.5,0.189,0.275,0.252,0.311,29.6
1901,2306,26889,Tigers,0,10,6,4/19/2016,on grass,Night Game,Royals,1,9,8,6:15 p.m. Local,Kauffman Stadium,Tuesday,67,5, in from Rightfield,Unknown,14,3.133333333,regular season,1,0,Win,4/19/2016,Tigers,2,7.4,104.6,81.1,15.5,0.292,0.443,0.369,0.368,33.3,,4,14.8,113.9,86.3,21.3,0.281,0.641,0.408,0.423,51.9
1917,2307,9393,Mariners,0,6,2,4/19/2016,on grass,Night Game,Indians,0,10,3,6:10 p.m. Local,Progressive Field,Tuesday,52,13, in from Rightfield,Cloudy,5,2.933333333,regular season,1,0,Win,4/19/2016,Mariners,1,3.7,107.9,84.5,14.5,0.278,0.393,0.348,0.36,33.3,,1,3.7,107.5,84,27.6,0.222,0.358,0.319,0.337,44.4
1958,2308,13240,Rockies,1,5,3,4/19/2016,on grass,Night Game,Reds,0,9,4,7:11 p.m. Local,Great American Ball Park,Tuesday,78,8, from Left to Right,Cloudy,7,2.866666667,regular season,1,0,Win,4/19/2016,Rockies,0,0,108.9,84.6,9.6,0.295,0.369,0.316,0.325,38.5,,1,4,108.2,84.3,15.4,0.24,0.398,0.309,0.266,40
1994,2309,12093,Angels,0,3,0,4/19/2016,on grass,Night Game,White Sox,0,9,5,7:11 p.m. Local,U.S. Cellular Field,Tuesday,50,14, in from Rightfield,Unknown,5,2.766666667,regular season,1,0,Win,4/19/2016,Angels,3,10.7,107.2,80.4,10.8,0.331,0.577,0.397,0.361,28.6,,1,3.7,116.2,85.6,27.6,0.243,0.385,0.294,0.225,37
2019,2310,32061,Rays,0,6,3,4/19/2016,on grass,Night Game,Red Sox,1,1,0,7:11 p.m. Local,Fenway Park,Tuesday,47,7, from Right to Left,Cloudy,3,3.416666667,regular season,0,1,Loss,4/19/2016,Rays,1,6.3,107,82.6,16.8,0.121,0.187,0.168,0.071,25,,0,0,113.4,83.2,13.8,0.146,0.184,0.196,0.158,22.7
2029,28,45432,Cubs,0,9,5,4/18/2016,on grass,Night Game,Cardinals,1,5,0,7:09 p.m. Local,Busch Stadium III,Monday,75,15, from Right to Left,Unknown,5,2.533333333,regular season,0,1,Loss,4/18/2016,Cubs,2,11.1,108.5,82,23.8,0.17,0.279,0.221,0.191,33.3,,3,12.5,102.8,81,23.4,0.178,0.381,0.288,0.261,37.5
2068,30,21585,Mets,0,10,5,4/18/2016,on grass,Night Game,Phillies,0,7,2,7:07 p.m. Local,Citizens Bank Park,Monday,77,4, out to Centerfield,Sunny,7,2.85,regular season,0,1,Loss,4/18/2016,Mets,0,0,112.1,80.7,5.5,0.178,0.221,0.217,0.249,30,,4,13.8,114.7,89,9.8,0.368,0.649,0.437,0.302,51.7
2088,31,21078,Brewers,1,6,4,4/18/2016,on grass,Night Game,Twins,1,14,7,7:11 p.m. Local,Target Field,Monday,67,14, in from Leftfield,Unknown,11,2.35,regular season,1,0,Win,4/18/2016,Brewers,3,11.5,111.5,80.1,8.7,0.361,0.625,0.431,0.533,26.9,,2,5,110.9,82.2,13.8,0.285,0.466,0.326,0.408,32.5
2097,32,16112,Nationals,1,6,1,4/18/2016,on grass,Night Game,Marlins,0,10,6,7:11 p.m. Local,Marlins Park,Monday,73,0, in unknown direction,In Dome,7,2.716666667,regular season,1,0,Win,4/18/2016,Nationals,2,6.7,110.4,81.2,1.9,0.262,0.417,0.323,0.334,30,,3,12.5,111.6,87,19.2,0.2,0.482,0.315,0.431,45.8
2117,33,12777,Rockies,1,7,5,4/18/2016,on grass,Night Game,Reds,0,4,1,7:10 p.m. Local,Great American Ball Park,Monday,80,10, out to Centerfield,Sunny,6,2.683333333,regular season,0,1,Loss,4/18/2016,Rockies,1,4.2,117.3,84.3,9.5,0.221,0.317,0.233,0.137,33.3,,0,0,109,89.1,10.3,0.27,0.369,0.308,0.298,50
2137,34,14706,Angels,0,13,7,4/18/2016,on grass,Night Game,White Sox,1,3,0,7:11 p.m. Local,U.S. Cellular Field,Monday,75,12, in from Leftfield,Unknown,7,2.966666667,regular season,0,1,Loss,4/18/2016,Angels,1,5,99.3,82.2,23.2,0.15,0.234,0.214,0.165,15,,0,0,104.2,83,17,0.2,0.253,0.261,0.246,19
2150,35,37168,Blue Jays,0,8,4,4/18/2016,on grass,Day Game,Red Sox,1,7,3,11:07 a.m. Local,Fenway Park,Monday,66,8, in from Leftfield,Cloudy,7,3.2,regular season,0,1,Loss,4/18/2016,Blue Jays,3,11.5,112.1,87.3,21.4,0.328,0.579,0.394,0.251,50,,3,14.3,117.4,82.7,12.3,0.256,0.436,0.329,0.31,38.1
2175,36,21810,White Sox,1,5,2,4/17/2016,on turf,Day Game,Rays,0,8,3,1:10 p.m. Local,Tropicana Field,Sunday,72,0, in unknown direction,In Dome,5,2.6,regular season,1,0,Win,4/17/2016,White Sox,1,4.8,107.1,81.2,12.7,0.313,0.474,0.34,0.271,28.6,,0,0,107.1,81.8,8,0.276,0.316,0.284,0.329,26.5
2190,37,46268,Reds,1,8,3,4/17/2016,on grass,Day Game,Cardinals,2,7,4,1:15 p.m. Local,Busch Stadium III,Sunday,78,11, out to Leftfield,Cloudy,7,2.733333333,regular season,1,0,Win,4/17/2016,Reds,3,10.3,111.3,84.7,12.7,0.337,0.611,0.434,0.332,34.5,,0,0,105.3,83.2,13.4,0.285,0.332,0.361,0.331,28
2263,2312,31124,Brewers,1,6,3,4/17/2016,on grass,Day Game,Pirates,0,17,9,1:39 p.m. Local,PNC Park,Sunday,77,4, from Right to Left,Sunny,12,3.516666667,regular season,1,0,Win,4/17/2016,Brewers,2,5.3,109.3,80.4,13.2,0.345,0.554,0.427,0.488,31.6,,0,0,108.3,79.5,18.9,0.2,0.234,0.221,0.181,25
2292,2313,37378,Nationals,0,8,2,4/17/2016,on grass,Day Game,Phillies,0,7,3,1:39 p.m. Local,Citizens Bank Park,Sunday,63,4, out to Centerfield,Sunny,5,3.4,regular season,1,0,Win,4/17/2016,Nationals,2,7.7,104.7,82,15.6,0.18,0.308,0.235,0.271,34.6,,0,0,103.4,82.5,11.6,0.23,0.31,0.228,0.246,26.1
2306,2314,29668,Royals,0,6,2,4/17/2016,on grass,Day Game,Athletics,1,4,3,1:07 p.m. Local,Oakland-Alameda County Coliseum,Sunday,70,5, out to Rightfield,Sunny,5,2.616666667,regular season,1,0,Win,4/17/2016,Royals,1,4.3,105.5,83.1,13.5,0.271,0.428,0.34,0.236,30.4,,4,12.9,104.4,85.4,19.6,0.349,0.625,0.423,0.431,35.5
2363,2315,43856,Mariners,1,6,3,4/17/2016,on grass,Day Game,Yankees,1,8,4,1:09 p.m. Local,Yankee Stadium III,Sunday,64,2, in from Leftfield,Sunny,7,2.566666667,regular season,1,0,Win,4/17/2016,Mariners,2,7.1,106.6,83,15.3,0.295,0.472,0.361,0.314,39.3,,1,4.3,106.1,82.6,14.1,0.17,0.231,0.232,0.223,17.4
2391,2316,25932,Angels,0,4,2,4/17/2016,on grass,Day Game,Twins,1,13,3,1:11 p.m. Local,Target Field,Sunday,77,14, from Right to Left,Cloudy,5,4.033333333,regular season,1,0,Win,4/17/2016,Angels,1,2.6,108.6,82.7,17.3,0.227,0.33,0.287,0.319,23.1,,3,12,114.7,90.1,16.4,0.294,0.466,0.373,0.309,68
2407,2317,24780,Braves,0,7,6,4/17/2016,on grass,Day Game,Marlins,1,7,5,1:10 p.m. Local,Marlins Park,Sunday,72,0, in unknown direction,In Dome,11,3.483333333,regular season,0,1,Loss,4/17/2016,Braves,1,3.4,107.4,83.7,13.1,0.197,0.297,0.265,0.215,24.1,,1,3.7,109.5,83.1,6.9,0.225,0.369,0.28,0.233,25.9
2433,2318,48911,Giants,0,5,1,4/17/2016,on grass,Night Game,Dodgers,0,6,3,5:10 p.m. Local,Dodger Stadium,Sunday,80,11, out to Centerfield,Sunny,4,2.7,regular season,1,0,Win,4/17/2016,Giants,1,4.2,108.5,85.7,14.4,0.249,0.422,0.326,0.283,33.3,,0,0,103.9,88.5,-5.1,0.168,0.218,0.169,0.181,42.9
2455,2319,30657,Tigers,1,8,4,4/17/2016,on grass,Day Game,Astros,1,9,5,1:09 p.m. Local,Minute Maid Park,Sunday,73,0, in unknown direction,In Dome,9,3.216666667,regular season,1,0,Win,4/17/2016,Tigers,3,13,105.1,83.9,26.5,0.227,0.458,0.311,0.341,43.5,,3,10,112.2,81.1,2.3,0.197,0.358,0.266,0.169,30
2495,2320,17621,Mets,0,9,6,4/17/2016,on grass,Day Game,Indians,2,3,0,1:11 p.m. Local,Progressive Field,Sunday,53,5, from Right to Left,Sunny,6,2.533333333,regular season,0,1,Loss,4/17/2016,Mets,0,0,105,78.2,5.4,0.112,0.129,0.143,0.137,26.7,,1,4,104.6,84.9,4.7,0.171,0.245,0.275,0.282,24
2521,2321,41678,Rockies,0,5,2,4/17/2016,on grass,Day Game,Cubs,1,3,0,1:21 p.m. Local,Wrigley Field,Sunday,58,7, in from Rightfield,Sunny,2,2.633333333,regular season,0,1,Loss,4/17/2016,Rockies,1,4.8,109.9,82.2,20.7,0.171,0.269,0.221,0.149,23.8,,0,0,110,79,20.8,0.141,0.175,0.172,0.216,13.6
2567,2322,37217,Blue Jays,1,14,5,4/17/2016,on grass,Day Game,Red Sox,0,4,3,1:37 p.m. Local,Fenway Park,Sunday,49,9, in from Rightfield,Sunny,8,3.15,regular season,0,1,Loss,4/17/2016,Blue Jays,2,9.5,109.5,83.3,10.5,0.216,0.352,0.294,0.212,23.8,,3,11.5,109.6,82.4,15.5,0.268,0.47,0.326,0.301,34.6
2593,38,16497,Cubs,0,18,16,4/21/2016,on grass,Night Game,Reds,1,0,0,7:11 p.m. Local,Great American Ball Park,Thursday,58,13, in unknown direction,Overcast,16,2.933333333,regular season,0,1,Loss,4/21/2016,Cubs,0,0,100.4,82.4,15.3,0.166,0.194,0.234,0.095,15.8,,2,7.4,107.8,80.7,14.8,0.224,0.424,0.295,0.284,40.7
2617,2271,25886,Astros,1,7,4,4/21/2016,on grass,Night Game,Rangers,0,14,7,7:07 p.m. Local,Globe Life Park in Arlington,Thursday,74,9, out to Centerfield,Cloudy,11,2.7,regular season,1,0,Win,4/21/2016,Astros,2,7.1,107.8,87.1,8,0.279,0.409,0.311,0.463,32.1,,1,6.3,109.3,82.6,16.4,0.222,0.368,0.28,0.251,37.5
2667,2273,20387,Pirates,0,11,11,4/21/2016,on grass,Night Game,Padres,0,5,1,6:11 p.m. Local,Petco Park,Thursday,74,9, from Left to Right,Sunny,12,3.25,regular season,0,1,Loss,4/21/2016,Pirates,1,4.5,104.2,85.1,9.8,0.216,0.301,0.241,0.16,31.8,,0,0,105.4,84.1,14.6,0.273,0.363,0.31,0.379,35.7
2703,2274,33818,Athletics,1,10,7,4/21/2016,on grass,Night Game,Yankees,0,8,3,7:08 p.m. Local,Yankee Stadium III,Thursday,68,11, from Right to Left,Cloudy,10,3.3,regular season,0,1,Loss,4/21/2016,Athletics,1,5,108.8,77.1,13.8,0.214,0.301,0.285,0.269,40,,5,12.8,111.5,86.5,5.9,0.357,0.667,0.463,0.514,51.3
2709,2275,30107,Twins,0,11,8,4/21/2016,on grass,Day Game,Brewers,1,5,1,12:41 p.m. Local,Miller Park,Thursday,70,0, in unknown direction,In Dome,9,3.3,regular season,0,1,Loss,4/21/2016,Twins,0,0,107.3,83.5,12.7,0.178,0.233,0.196,0.176,26.1,,3,12,105,82.7,13.5,0.274,0.495,0.35,0.303,36
2742,2276,17395,Nationals,0,2,1,4/21/2016,on grass,Day Game,Marlins,0,9,5,1:11 p.m. Local,Marlins Park,Thursday,74,0, in unknown direction,In Dome,6,2.633333333,regular season,1,0,Win,4/21/2016,Nationals,1,3.8,108.7,82.4,15.2,0.309,0.424,0.365,0.369,38.5,,2,6.3,112.2,84.9,18.9,0.308,0.502,0.385,0.362,28.1
2777,2277,30763,Tigers,1,5,0,4/21/2016,on grass,Night Game,Royals,1,10,4,6:15 p.m. Local,Kauffman Stadium,Thursday,66,15, from Left to Right,Cloudy,4,2.866666667,regular season,1,0,Win,4/21/2016,Tigers,1,3.6,107.9,83.8,12,0.347,0.511,0.411,0.403,35.7,,1,3.2,109.6,81.4,13,0.237,0.321,0.307,0.348,19.4
2792,2278,11525,Mariners,1,15,10,4/21/2016,on grass,Day Game,Indians,0,8,7,12:10 p.m. Local,Progressive Field,Thursday,64,3, in from Leftfield,Rain,17,3.933333333,regular season,0,1,Loss,4/21/2016,Mariners,1,3.8,109.8,80.9,18.3,0.289,0.436,0.368,0.337,23.1,,5,17.9,108.7,84,16.2,0.28,0.565,0.384,0.404,39.3
2832,2279,11418,Angels,0,6,3,4/21/2016,on grass,Day Game,White Sox,0,5,2,1:11 p.m. Local,U.S. Cellular Field,Thursday,70,8, out to Rightfield,Cloudy,5,2.8,regular season,0,1,Loss,4/21/2016,Angels,2,8,104.2,81.8,34.5,0.194,0.387,0.295,0.288,24,,1,3.3,106.4,84.3,19.3,0.311,0.509,0.407,0.437,33.3
2854,2280,37954,Rays,3,15,12,4/21/2016,on grass,Day Game,Red Sox,1,15,8,1:35 p.m. Local,Fenway Park,Thursday,61,13, in from Leftfield,Cloudy,20,4.266666667,regular season,0,1,Loss,4/21/2016,Rays,4,11.8,112.1,87.9,20.7,0.304,0.559,0.401,0.456,41.2,,1,4.5,108.6,82.7,21.2,0.172,0.265,0.239,0.162,40.9
2874,2281,17644,Blue Jays,0,4,2,4/21/2016,on grass,Night Game,Orioles,0,10,3,7:08 p.m. Local,Oriole Park at Camden Yards,Thursday,68,6, in from Centerfield,Unknown,5,3.15,regular season,1,0,Win,4/21/2016,Blue Jays,1,4.8,106.9,83.8,20.4,0.277,0.392,0.372,0.359,52.4,,0,0,103.1,84.9,20.8,0.186,0.291,0.22,0.165,48
2890,2282,18431,Dodgers,1,9,2,4/21/2016,on grass,Day Game,Braves,3,11,1,12:09 p.m. Local,Turner Field,Thursday,72,9, from Right to Left,Sunny,3,3.466666667,regular season,0,1,Loss,4/21/2016,Dodgers,0,0,104.2,83.7,9.5,0.282,0.353,0.291,0.293,22.2,,2,5.7,108.4,84.8,19,0.284,0.456,0.366,0.43,40
2915,39,24333,White Sox,0,11,7,4/25/2016,on turf,Night Game,Blue Jays,0,14,5,7:08 p.m. Local,Rogers Centre,Monday,68,0, in unknown direction,In Dome,12,3.4,regular season,0,1,Loss,4/25/2016,White Sox,5,16.7,109.3,82,20.2,0.304,0.642,0.418,0.404,53.3,,2,7.4,111.4,81.3,18,0.247,0.448,0.369,0.331,18.5
2954,40,31453,Yankees,1,10,3,4/25/2016,on grass,Night Game,Rangers,0,3,1,7:10 p.m. Local,Globe Life Park in Arlington,Monday,82,10, from Right to Left,Cloudy,4,2.766666667,regular season,0,1,Loss,4/25/2016,Yankees,1,4.8,109.7,86.7,12.7,0.183,0.295,0.237,0.184,47.6,,3,9.1,109.2,81.2,21,0.26,0.51,0.399,0.486,33.3
2981,41,12996,Orioles,0,5,0,4/25/2016,on turf,Night Game,Rays,0,5,2,7:10 p.m. Local,Tropicana Field,Monday,72,0, in unknown direction,In Dome,2,2.616666667,regular season,1,0,Win,4/25/2016,Orioles,1,5.3,103.6,81.5,15.6,0.217,0.295,0.308,0.274,26.3,,1,4.8,107.6,88,17.1,0.195,0.312,0.285,0.231,42.9
2998,42,41266,Padres,0,11,4,4/25/2016,on grass,Night Game,Giants,0,12,5,7:15 p.m. Local,AT&T Park,Monday,59,22, out to Rightfield,Sunny,9,3.783333333,regular season,1,0,Win,4/25/2016,Padres,3,11.5,107.9,85.7,25.1,0.305,0.527,0.384,0.426,42.3,,0,0,107.2,83.9,18.8,0.222,0.293,0.266,0.259,33.3
3026,43,14832,Astros,0,10,2,4/25/2016,on grass,Night Game,Mariners,0,4,3,7:11 p.m. Local,Safeco Field,Monday,56,3, in from Rightfield,Cloudy,5,2.666666667,regular season,1,0,Win,4/25/2016,Astros,2,9.1,102.2,83.9,22.8,0.278,0.461,0.397,0.322,22.7,,3,10.7,115.8,85.5,7.6,0.233,0.365,0.306,0.347,46.4
3054,44,30250,Reds,0,8,3,4/25/2016,on grass,Night Game,Mets,1,10,5,7:10 p.m. Local,Citi Field,Monday,64,8, from Right to Left,Cloudy,8,3.183333333,regular season,1,0,Win,4/25/2016,Reds,3,12.5,104.9,81.6,15.4,0.268,0.532,0.366,0.406,16.7,,2,7.4,105.4,79.5,15.2,0.218,0.374,0.275,0.337,33.3
3091,45,17503,Indians,0,12,3,4/25/2016,on grass,Night Game,Twins,1,5,4,7:11 p.m. Local,Target Field,Monday,50,10, from Left to Right,Overcast,7,3.4,regular season,1,0,Win,4/25/2016,Indians,2,8.3,106.9,85.1,7.1,0.245,0.397,0.314,0.26,45.8,,1,4.8,111.7,86,17.9,0.246,0.387,0.272,0.16,42.9
3101,46,44954,Marlins,1,8,3,4/25/2016,on grass,Night Game,Dodgers,0,7,2,7:10 p.m. Local,Dodger Stadium,Monday,61,17, from Left to Right,Sunny,5,2.85,regular season,0,1,Loss,4/25/2016,Marlins,2,7.7,111.3,83.8,15.4,0.251,0.47,0.328,0.28,46.2,,1,4.2,108.4,82.6,12.6,0.22,0.343,0.266,0.32,29.2
3142,47,21671,Athletics,0,10,3,4/25/2016,on grass,Night Game,Tigers,2,12,7,7:10 p.m. Local,Comerica Park,Monday,64,12, in from Leftfield,Unknown,10,2.65,regular season,1,0,Win,4/25/2016,Athletics,4,13.8,108.7,85.8,18,0.329,0.643,0.411,0.405,51.7,,0,0,109.8,83.8,14.7,0.216,0.25,0.231,0.304,36.4
3166,48,20674,Pirates,0,9,6,4/25/2016,on grass,Night Game,Rockies,0,9,1,6:40 p.m. Local,Coors Field,Monday,64,6, out to Rightfield,Unknown,7,2.983333333,regular season,0,1,Loss,4/25/2016,Pirates,0,0,104.2,81.1,9.5,0.18,0.261,0.231,0.29,25.9,,0,0,102.6,79.3,12.3,0.218,0.252,0.248,0.228,17.4
3176,49,22735,Red Sox,0,6,1,4/25/2016,on grass,Night Game,Braves,2,4,0,7:10 p.m. Local,Turner Field,Monday,75,8, out to Leftfield,Cloudy,1,2.916666667,regular season,0,1,Loss,4/25/2016,Red Sox,0,0,103.3,80.8,11.1,0.16,0.19,0.204,0.18,35,,2,7.4,105.5,84.4,20.2,0.309,0.462,0.353,0.353,44.4
3204,50,18208,Cardinals,1,11,7,4/25/2016,on grass,Night Game,D-Backs,0,18,12,6:40 p.m. Local,Chase Field,Monday,76,0, in unknown direction,In Dome,19,3.433333333,regular season,1,0,Win,4/25/2016,Cardinals,4,11.1,111.3,86.5,7.1,0.313,0.515,0.398,0.521,38.9,,3,10.7,116,83.6,11.2,0.291,0.491,0.364,0.305,46.4
3224,2225,31061,Royals,0,4,1,4/25/2016,on grass,Night Game,Angels,1,8,6,7:08 p.m. Local,Angel Stadium of Anaheim,Monday,60,6, out to Centerfield,Unknown,7,2.983333333,regular season,1,0,Win,4/25/2016,Royals,2,8,114.4,80.3,17.7,0.246,0.397,0.362,0.438,28,,3,8.6,109.3,86.5,18.4,0.385,0.57,0.42,0.278,42.9
3260,51,41357,Padres,1,9,9,4/27/2016,on grass,Day Game,Giants,0,16,13,12:45 p.m. Local,AT&T Park,Wednesday,59,16, from Right to Left,Overcast,22,3.35,regular season,1,0,Win,4/27/2016,Padres,3,8.1,106.7,86.4,8,0.378,0.541,0.45,0.461,40.5,,1,3.3,108.1,82.2,-0.7,0.254,0.363,0.303,0.311,33.3
3295,2197,24186,Phillies,0,7,3,4/27/2016,on grass,Night Game,Nationals,1,2,0,7:07 p.m. Local,Nationals Park,Wednesday,54,6, in from Rightfield,Overcast,3,2.983333333,regular season,0,1,Loss,4/27/2016,Phillies,1,5.3,107.5,79.8,22.4,0.14,0.278,0.226,0.135,21.1,,2,9.1,105.2,83.5,21.3,0.226,0.418,0.308,0.256,54.5
3313,2198,28759,White Sox,0,7,4,4/27/2016,on turf,Night Game,Blue Jays,0,4,0,7:07 p.m. Local,Rogers Centre,Wednesday,68,0, in unknown direction,In Dome,4,2.866666667,regular season,0,1,Loss,4/27/2016,White Sox,1,5.6,114.1,85.9,19.2,0.165,0.307,0.244,0.175,33.3,,1,4.2,107,82.2,25.1,0.198,0.355,0.298,0.204,33.3
3360,2199,35477,Yankees,0,7,2,4/27/2016,on grass,Night Game,Rangers,0,5,3,7:10 p.m. Local,Globe Life Park in Arlington,Wednesday,79,6, out to Centerfield,Sunny,5,2.733333333,regular season,1,0,Win,4/27/2016,Yankees,0,0,99.6,77.8,6.2,0.183,0.249,0.252,0.254,22.7,,5,21.7,111.1,88,13.7,0.305,0.744,0.456,0.38,43.5
3391,2200,11850,Orioles,0,3,3,4/27/2016,on turf,Night Game,Rays,0,4,1,7:12 p.m. Local,Tropicana Field,Wednesday,72,0, in unknown direction,In Dome,4,2.716666667,regular season,0,1,Loss,4/27/2016,Orioles,1,4.8,127.3,81.7,28.6,0.202,0.324,0.265,0.164,33.3,,2,7.4,105.2,82.6,9.3,0.289,0.452,0.368,0.298,33.3
3412,2201,14173,Astros,0,9,7,4/27/2016,on grass,Night Game,Mariners,1,10,4,7:10 p.m. Local,Safeco Field,Wednesday,59,1, in unknown direction,Unknown,11,3.383333333,regular season,0,1,Loss,4/27/2016,Astros,2,7.4,108.7,81.8,16.1,0.21,0.387,0.297,0.364,18.5,,3,10.7,113.2,83.8,22.5,0.264,0.446,0.362,0.309,42.9
3444,2202,31481,Reds,3,7,2,4/27/2016,on grass,Night Game,Mets,2,5,5,7:10 p.m. Local,Citi Field,Wednesday,56,16, out to Leftfield,Sunny,7,2.9,regular season,1,0,Win,4/27/2016,Reds,1,3.7,108.1,80.6,20.7,0.287,0.514,0.4,0.287,29.6,,1,3.6,103.1,82.6,14.3,0.27,0.373,0.304,0.266,25
3487,2203,17746,Indians,2,10,6,4/27/2016,on grass,Night Game,Twins,2,9,5,7:45 p.m. Local,Target Field,Wednesday,44,14, in from Centerfield,Overcast,11,3.533333333,regular season,0,1,Loss,4/27/2016,Indians,4,13.8,106.7,84.1,15,0.233,0.478,0.322,0.304,37.9,,1,4.8,109.6,79.6,25.7,0.233,0.345,0.277,0.161,28.6
3499,2204,38909,Marlins,0,8,2,4/27/2016,on grass,Night Game,Dodgers,0,2,0,7:10 p.m. Local,Dodger Stadium,Wednesday,61,6, out to Centerfield,Sunny,2,3.05,regular season,0,1,Loss,4/27/2016,Marlins,1,4.2,111.2,84.7,5.7,0.214,0.314,0.299,0.158,33.3,,1,4.5,109.7,86.5,20.1,0.256,0.354,0.306,0.341,45.5
